conflict_id,dyad_id,org,side_a_name,side_a_name_fulltext,side_a_name_mothertongue,side_a_id,side_a_components,side_a_2nd,gwno_a_2nd,side_b_name,side_b_name_fulltext,side_b_name_mothertongue,side_b_id,side_b_components,side_b_2nd,gwno_b_2nd,ext_troop_supp,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,year,best_fatality_estimate,low_fatality_estimate,high_fatality_estimate,location,gwno_location,region,version
4840,5450,2,Supporters of ANC,,n/a,1086,,,,Supporters of IFP,,n/a,620,,,,0,1989-01-06,1,1989-09-04,1,0,,,1992,650,650,809,South Africa,560,4,19.1
4840,5450,2,Supporters of ANC,,n/a,1086,,,,Supporters of IFP,,n/a,620,,,,0,1989-01-06,1,1989-09-04,1,0,,,1993,612,612,887,South Africa,560,4,19.1
4840,5450,2,Supporters of ANC,,n/a,1086,,,,Supporters of IFP,,n/a,620,,,,0,1989-01-06,1,1989-09-04,1,0,,,1994,421,421,550,South Africa,560,4,19.1
4840,5450,2,Supporters of ANC,,n/a,1086,,,,Supporters of IFP,,n/a,620,,,,0,1989-01-06,1,1989-09-04,1,0,,,1995,143,143,175,South Africa,560,4,19.1
4840,5450,2,Supporters of ANC,,n/a,1086,,,,Supporters of IFP,,n/a,620,,,,0,1989-01-06,1,1989-09-04,1,1,1996-12-28,,1996,55,54,156,South Africa,560,4,19.1
4841,5451,2,Supporters of IFP,,n/a,620,,,,Supporters of UDF ,,Supporters of United Democratic Front,983,,,,0,1989-01-04,1,1989-05-05,1,0,,,1989,161,161,321,South Africa,560,4,19.1
4841,5451,2,Supporters of IFP,,n/a,620,,,,Supporters of UDF ,,Supporters of United Democratic Front,983,,,,0,1989-01-04,1,1989-05-05,1,1,1990-12-31,,1990,312,312,425,South Africa,560,4,19.1
4842,5452,3,Mangweni clan,,n/a,984,,,,Mgodini clan,,n/a,985,,,,0,1993-10-09,1,1993-10-20,1,1,1993-10-20,,1993,26,26,26,South Africa,560,4,19.1
4843,5453,2,Supporters of ANC,,n/a,1086,,,,Supporters of UDM ,,Supporters of United Democratic Movement,986,,,,0,1997-05-08,1,1998-07-17,1,1,1998-08-30,,1998,29,29,124,South Africa,560,4,19.1
4844,5454,1,NUM ,,National Union of Mineworkers,988,,,,Uwusa ,,United Workers' Union of South Africa,987,,,,0,1989-04-15,1,1996-08-19,1,1,1996-09-23,,1996,30,30,60,South Africa,560,4,19.1
4845,5455,3,Lagunya ,,"Langa, Guguletu and Nyanga Taxi Association",990,,,,Webta ,,Western Cape Black Taxi Association,989,,,,0,1991-03-15,3,1991-10-20,2,1,1991-11-12,,1991,31,31,58,South Africa,560,4,19.1
4846,5456,1,EPRLF,,n/a,322,,,,LTTE,,Thamil Eelam Viduthalai Puligal,320,,,,0,1989-09-28,1,1989-11-05,1,1,1989-12-27,,1989,225,225,247,Sri Lanka,780,3,19.1
4847,5457,1,LTTE,,Thamil Eelam Viduthalai Puligal,320,,,,PLOTE,,n/a,844,,,,0,1989-05-21,1,1989-05-21,1,0,,,1989,51,51,53,Sri Lanka,780,3,19.1
4847,5457,1,LTTE,,Thamil Eelam Viduthalai Puligal,320,,,,PLOTE,,n/a,844,,,,0,1989-05-21,1,1989-05-21,1,1,1990-01-04,,1990,50,50,50,Sri Lanka,780,3,19.1
4848,5458,3,Awlad Omran clan (Misseriya),,,991,,,,Awlad al-Zuid clan (Misseriya),,n/a,1036,,,,0,1993-07-30,3,1993-07-30,3,1,1993-07-30,,1993,108,108,108,Sudan,625,4,19.1
4848,5458,3,Awlad Omran clan (Misseriya),,,991,,,,Awlad al-Zuid clan (Misseriya),,n/a,1036,,,,0,1993-07-30,3,2014-06-01,1,1,2014-11-27,,2014,324,324,324,Sudan,625,4,19.1
4849,5459,3,Awlad Zeid,,n/a,1087,,,,Zaghawa,,Zaghawa,705,,,,0,2001-05-31,2,2001-05-31,2,1,2001-05-31,,2001,70,70,70,Sudan,625,4,19.1
4850,5460,3,Dinka ,,Dinka ,598,,,,Nuer,,Nuer,660,,,,0,1996-06-04,2,1997-11-27,3,1,1997-11-27,,1997,35,35,35,Sudan,625,4,19.1
4850,5460,3,Dinka ,,Dinka ,598,,,,Nuer,,Nuer,660,,,,0,1996-06-04,2,2010-01-06,2,0,,,2010,228,228,316,Sudan,625,4,19.1
4850,5460,3,Dinka ,,Dinka ,598,,,,Nuer,,Nuer,660,,,,0,1996-06-04,2,2010-01-06,2,1,2011-10-21,,2011,133,133,133,"Sudan, South Sudan","625, 626",4,19.1
4850,5460,3,Dinka ,,Dinka ,598,,,,Nuer,,Nuer,660,,,,0,1996-06-04,2,2013-12-19,1,1,2013-12-19,,2013,44,44,54,South Sudan,626,4,19.1
4850,5460,3,Dinka ,,Dinka ,598,,,,Nuer,,Nuer,660,,,,0,1996-06-04,2,2015-04-05,5,1,2015-04-05,,2015,100,100,100,South Sudan,626,4,19.1
4851,5461,3,Jikany Nuer,,Jikany Nuer,992,,,,Lou Nuer,,Lou Nuer ,706,,,,0,1993-12-31,5,1993-12-31,5,1,1993-12-31,,1993,1001,1001,1001,Sudan,625,4,19.1
4851,5461,3,Jikany Nuer,,Jikany Nuer,992,,,,Lou Nuer,,Lou Nuer ,706,,,,0,1993-12-31,5,2009-05-08,1,1,2009-05-08,,2009,71,71,71,Sudan,625,4,19.1
4852,5462,3,Masalit ,,Masalit ,993,,,,Rizeigat Abbala,,Rizeigat Abbala,676,,,,0,1998-03-06,5,1998-03-06,5,0,,,1998,100,100,100,Sudan,625,4,19.1
4852,5462,3,Masalit ,,Masalit ,993,,,,Rizeigat Abbala,,Rizeigat Abbala,676,,,,0,1998-03-06,5,1998-03-06,5,1,1999-08-31,,1999,300,300,380,"Sudan, Chad","625, 483",4,19.1
4853,5463,3,Rizeigat Abbala,,Rizeigat Abbala,676,,,,Zaghawa,,Zaghawa,705,,,,0,1996-09-27,1,1996-09-30,3,1,1996-11-08,,1996,166,166,206,Sudan,625,4,19.1
4853,5463,3,Rizeigat Abbala,,Rizeigat Abbala,676,,,,Zaghawa,,Zaghawa,705,,,,0,1996-09-27,1,2017-10-17,1,1,2017-10-17,,2017,31,31,31,Sudan,625,4,19.1
4854,5464,3,"Beni Halba Baggara, Salamat Baggara",,"Beni Halba Baggara, Salamat Baggara",3832,"995, 994",,,Fur,,Fur,996,,,,0,1989-04-30,5,1989-04-30,5,1,1989-06-22,,1989,2000,2000,2400,Sudan,625,4,19.1
4855,5465,1,SPLM/A,,n/a,466,,,,SPLM/A - AH ,,n/a,997,,,,0,1993-08-03,2,1993-09-13,2,1,1993-09-13,,1993,55,55,55,Sudan,625,4,19.1
4856,5466,1,SPLM/A,,n/a,466,,,,SPLM/A - WN,,n/a,998,,,,0,1992-12-03,3,1992-12-03,3,0,,,1992,40,40,100,Sudan,625,4,19.1
4856,5466,1,SPLM/A,,n/a,466,,,,SPLM/A - WN,,n/a,998,,,,0,1992-12-03,3,1992-12-03,3,1,1993-01-04,,1993,114,114,114,Sudan,625,4,19.1
4857,5467,1,SPLM/A,,n/a,466,,,,SSDF,,,686,,,,0,1991-10-08,3,1991-12-31,5,0,,,1991,1002,1002,1002,Sudan,625,4,19.1
4857,5467,1,SPLM/A,,n/a,466,,,,SSDF,,,686,,,,0,1991-10-08,3,1991-12-31,5,0,,,1992,1001,1001,1001,Sudan,625,4,19.1
4857,5467,1,SPLM/A,,n/a,466,,,,SSDF,,,686,,,,0,1991-10-08,3,1991-12-31,5,0,,,1993,2732,2732,3731,Sudan,625,4,19.1
4857,5467,1,SPLM/A,,n/a,466,,,,SSDF,,,686,,,,0,1991-10-08,3,1991-12-31,5,1,1994-10-22,,1994,150,150,150,Sudan,625,4,19.1
4857,5467,1,SPLM/A,,n/a,466,,,,SSDF,,,686,,,,0,1991-10-08,3,1997-12-31,5,1,1997-12-31,,1997,200,200,200,Sudan,625,4,19.1
4857,5467,1,SPLM/A,,n/a,466,,,,SSDF,,,686,,,,0,1991-10-08,3,2002-06-19,1,1,2002-06-19,,2002,82,82,82,Sudan,625,4,19.1
4858,5468,1,SPLM/A,,n/a,466,,,,SSUM/A ,,n/a,1037,,,,0,2000-07-30,2,2000-07-30,2,1,2000-09-01,,2000,390,390,390,Sudan,625,4,19.1
4859,5469,1,SPLM/A,,n/a,466,,,,UNRF II,,n/a,491,,,,0,1997-03-02,2,1997-03-02,2,1,1997-12-10,,1997,210,210,210,Sudan,625,4,19.1
4860,5470,1,SPLM/A,,n/a,466,,,,WNBF,,n/a,490,,,,0,1995-06-02,1,1995-06-02,1,0,,,1995,64,64,64,Sudan,625,4,19.1
4860,5470,1,SPLM/A,,n/a,466,,,,WNBF,,n/a,490,,,,0,1995-06-02,1,1995-06-02,1,0,,,1996,49,49,49,Sudan,625,4,19.1
4860,5470,1,SPLM/A,,n/a,466,,,,WNBF,,n/a,490,,,,0,1995-06-02,1,1995-06-02,1,1,1997-03-02,,1997,100,100,100,Sudan,625,4,19.1
4861,5471,1,SSDF,,n/a,686,,,,SSUM/A ,,n/a,1037,,,,0,1998-01-17,3,1998-01-17,3,0,,,1998,249,249,251,Sudan,625,4,19.1
4861,5471,1,SSDF,,n/a,686,,,,SSUM/A ,,n/a,1037,,,,0,1998-01-17,3,1998-01-17,3,1,1999-10-28,,1999,241,241,243,Sudan,625,4,19.1
4862,5472,3,Moba,,Moba,1000,,,,Chakosi,,Chakosi,999,,,,0,1991-10-29,2,1991-10-29,2,1,1991-10-29,,1991,31,31,31,Togo,461,4,19.1
4863,5473,3,Bokora Karimojong,,Bokora Karimojong,590,,,,"Jie, Matheniko Karimojong",,"Jie , Matheniko Karimojong",3844,"633, 1029",,,0,2000-07-01,1,2000-07-01,1,1,2000-07-01,,2000,48,48,48,Uganda,500,4,19.1
4864,5474,3,Bokora Karimojong,,Bokora Karimojong,590,,,,Matheniko Karimojong,,Matheniko Karimojong,1029,,,,0,1992-01-31,3,1999-07-29,1,1,1999-09-10,,1999,352,352,572,Uganda,500,4,19.1
4865,5475,3,Bokora Karimojong,,Bokora Karimojong,590,,,,"Matheniko Karimojong, Turkana",,"Matheniko Karimojong, Turkana",3843,"1029, 693",,,0,2000-07-02,1,2000-07-02,1,1,2000-07-02,,2000,60,60,60,Uganda,500,4,19.1
4866,5476,3,Dodoth,,Dodoth,1038,,,,Jie,,Jie ,633,,,,0,2000-03-19,1,2000-03-19,1,1,2000-07-23,,2000,135,135,135,Uganda,500,4,19.1
4866,5476,3,Dodoth,,Dodoth,1038,,,,Jie,,Jie ,633,,,,0,2000-03-19,1,2005-09-28,1,1,2005-09-28,,2005,30,30,30,Uganda,500,4,19.1
4866,5476,3,Dodoth,,Dodoth,1038,,,,Jie,,Jie ,633,,,,0,2000-03-19,1,2009-11-03,1,1,2009-11-03,,2009,38,38,38,Uganda,500,4,19.1
4867,5477,3,Dodoth,,Dodoth,1038,,,,"Toposa, Turkana",,"Toposa, Turkana",3839,"692, 693",,,0,2000-02-01,2,2000-02-01,2,1,2000-02-01,,2000,43,43,43,Uganda,500,4,19.1
4868,5478,3,Iteso,,Iteso,1001,,,,Karimojong,,Karimojong,1040,,,,0,2001-09-13,1,2001-09-13,1,1,2001-09-13,,2001,32,32,32,Uganda,500,4,19.1
4869,5479,3,Karimojong,,Karimojong,1040,,,,Pokot,,Pokot,670,,,,0,1989-03-02,1,1998-04-30,3,1,1998-07-01,,1998,134,134,134,Uganda,500,4,19.1
4869,5479,3,Karimojong,,Karimojong,1040,,,,Pokot,,Pokot,670,,,,0,1989-03-02,1,2000-04-28,1,1,2000-04-28,,2000,60,60,60,Uganda,500,4,19.1
4869,5479,3,Karimojong,,Karimojong,1040,,,,Pokot,,Pokot,670,,,,0,1989-03-02,1,2003-01-06,1,1,2003-01-06,,2003,53,53,53,Uganda,500,4,19.1
4870,5480,3,Matheniko Karimojong,,Matheniko Karimojong,1029,,,,Pokot,,Pokot,670,,,,0,1999-02-06,1,1999-02-06,1,1,1999-02-06,,1999,36,36,36,Uganda,500,4,19.1
4871,5481,1,Republic of Bosnia-Herzegovina,,Republika Bosna i Hercegovina,845,,,,Serbian Republic of Bosnia-Herzegovina,,n/a,339,,,,0,1992-04-05,1,1992-04-05,1,1,1992-04-23,,1992,144,140,150,Serbia (Yugoslavia),345,1,19.1
4872,5482,1,Republic of Croatia,,n/a,337,,,,"SAO Eastern Slavonia, Baranja and Western Symria",,"Srpska autonomna oblast Slavonija, Baranja i Zapadni Srem",846,,,,0,1991-06-26,1,1991-07-04,1,1,1991-09-09,,1991,83,83,88,Serbia (Yugoslavia),345,1,19.1
4873,5483,1,Republic of Croatia,,n/a,337,,,,SAO Krajina,,Srpska autonomna oblast Krajina,847,,,,0,1991-06-26,1,1991-07-21,1,1,1991-09-16,,1991,189,161,189,Serbia (Yugoslavia),345,1,19.1
4874,5484,1,Republic of Croatia,,n/a,337,,,,Serbian Republic of Krajina,,Republika Srpska Krajina,340,,,,0,1992-01-19,1,1992-04-03,1,1,1992-04-21,,1992,35,35,37,Serbia (Yugoslavia),345,1,19.1
4875,5485,1,Forces of Jing Caludtiag,,n/a,848,,,,Forces of Randy Karon,,n/a,849,,,,0,2009-05-28,1,2009-07-27,3,1,2009-07-27,,2009,44,44,44,Philippines,840,3,19.1
4876,5486,3,Afor,,Afor,1002,,,,Fulani,,Fulani,607,,,,0,2009-12-06,1,2009-12-19,2,1,2009-12-19,,2009,33,33,71,Nigeria,475,4,19.1
4877,5487,2,Supporters of Andry Rajoelina,,n/a,1003,,,,Supporters of Marc Ravalomanana,,n/a,1041,,,,0,2009-01-26,1,2009-01-28,1,1,2009-03-11,,2009,82,55,119,Madagascar (Malagasy),580,4,19.1
4878,5488,1,Al-Shabaab,,n/a,717,,,,Hizbul Islam,,Hizbul Islam,1004,,,,0,2009-10-01,1,2009-10-01,1,0,,,2009,121,101,165,Somalia,520,4,19.1
4878,5488,1,Al-Shabaab,,n/a,717,,,,Hizbul Islam,,Hizbul Islam,1004,,,,0,2009-10-01,1,2009-10-01,1,1,2010-12-18,,2010,88,79,98,Somalia,520,4,19.1
4879,5489,3,Ngok Dinka,,Ngok Dinka,1005,,,,Shiluk,,Shiluk,1006,,,,0,2000-02-11,1,2009-01-11,1,1,2009-11-11,,2009,121,121,134,Sudan,625,4,19.1
4880,5490,3,Bari,,Bari,1007,,,,Mundari,,Mundari,1042,,,,0,2009-05-06,2,2009-05-24,3,1,2009-05-24,,2009,41,41,52,Sudan,625,4,19.1
4881,5491,3,Bor Dinka,,Bor Dinka,708,,,,Mundari,,Mundari,1042,,,,0,2007-12-19,1,2009-10-07,2,1,2009-10-07,,2009,37,37,37,Sudan,625,4,19.1
4881,5491,3,Bor Dinka,,Bor Dinka,708,,,,Mundari,,Mundari,1042,,,,0,2007-12-19,1,2017-05-13,3,1,2017-05-13,,2017,40,36,44,South Sudan,626,4,19.1
4882,5492,3,Aliap Dinka ,,Aliap Dinka ,1008,,,,Mundari,,Mundari,1042,,,,0,2009-11-15,1,2009-11-17,2,1,2009-11-17,,2009,52,52,52,Sudan,625,4,19.1
4883,5493,3,Luac Jang Dinka,,Luac Jang Dinka,1009,,,,Awan Dinka,,Awan Dinka,1010,,,,0,2009-08-11,2,2009-08-11,2,1,2009-08-11,,2009,30,30,30,Sudan,625,4,19.1
4884,5494,3,Fulani,,Fulani,607,,,,Tarok,,Tarok,689,,,,0,2004-03-08,3,2004-04-27,1,1,2004-04-27,,2004,120,120,140,Nigeria,475,4,19.1
4884,5494,3,Fulani,,Fulani,607,,,,Tarok,,Tarok,689,,,,0,2004-03-08,3,2013-04-06,1,1,2013-11-10,,2013,118,118,135,Nigeria,475,4,19.1
4886,5496,3,Pari,,Pari,1011,,,,Toposa,,Toposa,692,,,,0,1990-12-31,5,1990-12-31,5,1,1990-12-31,,1990,35,35,35,Sudan,625,4,19.1
4887,5497,1,Al-Shabaab,,n/a,717,,,,ONLF,,n/a,497,,,,0,2007-12-31,1,2007-12-31,1,1,2007-12-31,,2007,40,40,40,Ethiopia,530,4,19.1
4888,5498,3,Arab,,Arab,1012,,,,Kounta,,Kounta,1013,,,,0,1999-07-14,1,1999-07-14,1,1,1999-10-16,,1999,59,59,77,Mali,432,4,19.1
4889,5499,3,Atyap,,Atyap,1014,,,,Hausa,,Hausa,608,,,,0,1992-02-06,1,1992-02-06,1,1,1992-05-16,,1992,582,547,1925,Nigeria,475,4,19.1
4890,5500,3,Hausa,,Hausa,608,,,,"Igbo, Yoruba",,"Igbo, Yoruba",3797,"621, 701",,,0,2001-10-13,2,2001-10-13,2,1,2001-10-13,,2001,200,200,200,Nigeria,475,4,19.1
4891,5501,3,Jie,,Jie ,633,,,,Matheniko Karimojong,,Matheniko Karimojong,1029,,,,0,2005-03-31,3,2005-03-31,3,1,2005-03-31,,2005,26,26,26,Uganda,500,4,19.1
4892,5502,2,Supporters of Laurent Gbagbo,,n/a,1015,,,,Supporters of Alassane Outtara,,n/a,1016,,,,0,2000-10-26,1,2000-10-26,1,1,2000-10-26,,2000,31,31,31,Ivory Coast,437,4,19.1
4893,5503,2,Supporters of Didier Ratsiraka,,n/a,1017,,,,Supporters of Marc Ravalomanana,,n/a,1041,,,,0,2002-02-26,1,2002-04-13,1,1,2002-07-04,,2002,79,79,79,Madagascar (Malagasy),580,4,19.1
4894,5504,3,Mauritanian,,Mauritanian,1018,,,,Senegalese,,n/a,1019,,,,0,1989-04-20,1,1989-04-25,2,1,1989-04-30,,1989,221,221,637,"Senegal, Mauritania","433, 435",4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,1991-04-22,2,0,,,1991,350,300,550,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,1991-04-22,2,1,1992-03-13,,1992,200,4,200,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2000-02-24,2,1,2000-09-08,,2000,1853,1348,5211,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2002-06-26,1,1,2002-11-23,,2002,201,196,479,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2004-02-24,1,1,2004-11-12,,2004,1281,901,1456,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2006-02-20,1,1,2006-02-24,,2006,141,141,181,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2010-01-18,1,0,,,2010,104,104,284,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2010-01-18,1,0,,,2011,880,880,1167,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2010-01-18,1,1,2012-11-22,,2012,126,126,133,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2014-03-15,2,0,,,2014,336,329,474,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2014-03-15,2,0,,,2015,25,25,25,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2014-03-15,2,1,2016-12-25,,2016,129,117,147,Nigeria,475,4,19.1
4895,5505,3,Christians (Nigeria),,n/a,1020,,,,Muslims (Nigeria),,n/a,1021,,,,0,1991-04-22,2,2018-09-13,1,0,,,2018,36,36,80,Nigeria,475,4,19.1
4896,5506,3,Bini,,Bini,1022,,,,Urhobo,,Urhobo,949,,,,0,1998-08-19,1,1998-08-19,1,1,1998-08-19,,1998,50,50,50,Nigeria,475,4,19.1
4897,5507,2,Supporters of PDP,,n/a,668,,,,Supporters of UNPP ,,n/a,1023,,,,0,2003-04-11,2,2003-04-11,2,1,2003-04-11,,2003,31,31,31,Nigeria,475,4,19.1
4898,5508,2,Supporters of Jean-Bertrand Aristide,,n/a,850,,,,Supporters of Roger Lafontant,,n/a,851,,,,0,1991-01-07,1,1991-01-07,1,1,1991-01-07,,1991,40,37,50,Haiti,41,5,19.1
4899,5509,3,Meskhetian Turk,,Meskhetian Turk,852,,,,Uzbek,,Uzbek,853,,,,0,1989-06-06,2,1989-06-06,2,1,1989-06-06,,1989,97,0,97,Russia (Soviet Union),365,1,19.1
4900,5510,3,Kyrgyz,,Kyrgyz,854,,,,Uzbek,,Uzbek,853,,,,0,1990-06-04,1,1990-06-10,2,1,1990-06-10,,1990,171,171,171,Russia (Soviet Union),365,1,19.1
4900,5510,3,Kyrgyz,,Kyrgyz,854,,,,Uzbek,,Uzbek,853,,,,0,1990-06-04,1,2010-06-12,1,1,2010-06-15,,2010,44,44,468,Kyrgyzstan,703,3,19.1
4901,5511,1,Taleban - Ali Dad faction,,n/a,856,,,,Taleban - Mola Khel faction,,n/a,857,,,,0,1996-03-26,2,1996-03-26,2,1,1996-03-26,,1996,30,30,30,Afghanistan,700,3,19.1
4902,5512,3,Hindus (India),,n/a,858,,,,Muslims (India),,n/a,859,,,,0,1989-03-31,3,1989-09-30,3,0,,,1989,441,441,441,India,750,3,19.1
4902,5512,3,Hindus (India),,n/a,858,,,,Muslims (India),,n/a,859,,,,0,1989-03-31,3,1989-09-30,3,0,,,1990,1878,1878,2215,India,750,3,19.1
4902,5512,3,Hindus (India),,n/a,858,,,,Muslims (India),,n/a,859,,,,0,1989-03-31,3,1989-09-30,3,0,,,1991,96,96,162,India,750,3,19.1
4902,5512,3,Hindus (India),,n/a,858,,,,Muslims (India),,n/a,859,,,,0,1989-03-31,3,1989-09-30,3,1,1992-12-31,,1992,462,451,1053,India,750,3,19.1
4902,5512,3,Hindus (India),,n/a,858,,,,Muslims (India),,n/a,859,,,,0,1989-03-31,3,2002-04-23,1,1,2002-12-24,,2002,60,60,61,India,750,3,19.1
4902,5512,3,Hindus (India),,n/a,858,,,,Muslims (India),,n/a,859,,,,0,1989-03-31,3,2013-09-08,1,1,2013-11-03,,2013,68,68,70,India,750,3,19.1
4903,5513,3,Christians (Indonesia),,n/a,860,,,,Muslims (Indonesia),,n/a,861,,,,0,1999-01-20,2,1999-01-20,2,0,,,1999,504,443,1120,Indonesia,850,3,19.1
4903,5513,3,Christians (Indonesia),,n/a,860,,,,Muslims (Indonesia),,n/a,861,,,,0,1999-01-20,2,1999-01-20,2,1,2000-11-26,,2000,493,468,493,Indonesia,850,3,19.1
4903,5513,3,Christians (Indonesia),,n/a,860,,,,Muslims (Indonesia),,n/a,861,,,,0,1999-01-20,2,2002-09-21,1,1,2002-09-21,,2002,26,26,26,Indonesia,850,3,19.1
4903,5513,3,Christians (Indonesia),,n/a,860,,,,Muslims (Indonesia),,n/a,861,,,,0,1999-01-20,2,2004-04-25,1,1,2004-11-13,,2004,49,40,56,Indonesia,850,3,19.1
4904,5514,3,Akibu,,Akibu,4467,,,,Tonakau,,Tonakau,4468,,,,0,1999-03-02,3,1999-03-12,3,1,1999-03-12,,1999,60,60,60,Papua New Guinea,910,3,19.1
4905,5515,3,Christians (Philippines),,n/a,872,,,,Muslims (Philippines),,n/a,873,,,,0,1993-02-05,1,1993-10-24,2,1,1993-12-26,,1993,43,43,58,Philippines,840,3,19.1
4906,5516,2,Supporters of PA,,n/a,875,,,,Supporters of UNP,,Supporters of Eksath Jathika Pakshaya,874,,,,0,1994-07-28,3,1994-08-21,2,1,1994-11-05,,1994,29,29,29,Sri Lanka,780,3,19.1
4907,5517,3,Santiago Xochiltepec,,Santiago Xochiltepec,877,,,,Santo Domingo Teojomulco,,Santo Domingo Teojomulco,876,,,,0,2002-05-31,2,2002-05-31,2,1,2002-05-31,,2002,26,26,26,Mexico,70,5,19.1
4908,5518,3,Kuki,,Kuki,387,,,,Paite,,Paite,878,,,,0,1997-07-08,3,1997-07-08,3,1,1997-12-21,,1997,136,136,297,India,750,3,19.1
4910,5520,1,PKK,,Partiya karkeren Kurdistan,323,,,,PUK,,n/a,261,,,,0,1992-10-04,1,1992-10-08,2,1,1992-10-08,,1992,50,50,50,Iraq,645,2,19.1
4910,5520,1,PKK,,Partiya karkeren Kurdistan,323,,,,PUK,,n/a,261,,,,0,1992-10-04,1,2000-09-22,3,1,2000-12-04,,2000,92,92,105,Iraq,645,2,19.1
4911,5521,1,Forces of Michel Aoun,,n/a,242,,,,PSP,,al-hizb al-taqadummi al-ishtiraki,879,,,,0,1989-03-11,1,1989-03-22,1,1,1989-05-02,,1989,31,31,32,Lebanon,660,2,19.1
4912,5522,1,Lashkar of Orakzai tribe,,Lashkar of Orakzai tribe,887,,,,TTP,,Tehrik-i-Taliban Pakistan,356,,,,0,2009-08-18,1,2009-12-22,1,1,2009-12-22,,2009,27,27,27,Pakistan,770,3,19.1
4913,5523,1,Forces of Turkestan Bhittani,,n/a,888,,,,TTP,,Tehrik-i-Taliban Pakistan,356,,,,0,2008-06-24,2,2009-08-12,1,1,2009-10-06,,2009,101,101,121,Pakistan,770,3,19.1
4914,5524,1,CNDD,,Conseil national pour la défense de la démocratie,431,,,,Palipehutu-FNL,,Parti pour la libération du peuple Hutu-Forces nationales de libération,432,,,,0,1996-12-31,3,1997-07-06,2,1,1997-07-06,,1997,224,224,610,"Burundi, Tanzania","516, 510",4,19.1
4915,5525,3,Dodoth,,Dodoth,1038,,,,Turkana,,Turkana,693,,,,0,2000-06-11,1,2000-06-11,1,1,2000-06-11,,2000,70,70,70,Uganda,500,4,19.1
4916,5526,3,Anuak,,Anuak,581,,,,Highlanders,,n/a,1073,,,,0,2004-01-30,1,2004-01-30,1,1,2004-11-30,,2004,114,114,236,Ethiopia,530,4,19.1
4917,5527,1,FNI,,Front Nationalist et Intégrationist,606,,,,PUSIC,,Parti pour l'unité et la sauvegarde de l'intégrité du Congo,1075,,,,0,2003-03-04,1,2003-03-04,1,1,2003-05-31,,2003,67,67,188,DR Congo (Zaire),490,4,19.1
4918,5528,1,FNI,,Front Nationalist et Intégrationist,606,,,,UPC,,Union des Patriotes Congolais,1076,,,,0,2003-05-06,1,2003-05-06,1,1,2003-08-23,,2003,429,429,468,DR Congo (Zaire),490,4,19.1
4919,5529,1,"FNI, FRPI",,"Force de résistance patriotique en Ituri, Front Nationalist et Intégrationist",3847,"606, 1077",,,UPC,,Union des Patriotes Congolais,1076,,,,0,2003-03-06,1,2003-03-06,1,1,2003-03-06,,2003,71,71,106,DR Congo (Zaire),490,4,19.1
4920,5530,1,RCD-K-ML ,,Rassemblement Congolais pour la Démocratie-Kisangani-Mouvement de libération,789,,,,UPC,,Union des Patriotes Congolais,1076,,,,0,2002-08-14,3,2002-08-14,3,1,2002-12-03,,2002,216,216,216,DR Congo (Zaire),490,4,19.1
4921,5531,3,Suri,,Suri,688,,,,Tishana-Me’en,,Tishana-Me’en,1078,,,,0,2001-12-31,5,2001-12-31,5,1,2001-12-31,,2001,34,34,34,Ethiopia,530,4,19.1
4923,5533,3,Geri,,Geri,1027,,,,Makahin,,Makahin,1081,,,,0,2001-06-30,3,2001-06-30,3,1,2001-06-30,,2001,32,32,32,Ethiopia,530,4,19.1
